filename,emotion,pixels
im1915.png,happy,[155 155 155 ... 133 133 133]
im5088.png,happy,[202 202 202 ... 237 237 237]
im6610.png,happy,[255 255 255 ... 129 129 129]
im3211.png,happy,[158 158 158 ...  68  68  68]
im3738.png,happy,[252 252 252 ... 252 252 252]
im6640.png,happy,[170 170 170 ... 116 116 116]
im6073.png,happy,[29 29 29 ...  5  5  5]
im4312.png,happy,[255 255 255 ...  79  79  79]
im5061.png,happy,[152 152 152 ... 119 119 119]
im1303.png,happy,[ 16  16  16 ... 152 152 152]
im563.png,happy,[55 55 55 ... 76 76 76]
im4459.png,happy,[244 244 244 ...  71  71  71]
im6408.png,happy,[246 246 246 ...  81  81  81]
im6083.png,happy,[40 40 40 ... 81 81 81]
im7077.png,happy,[104 104 104 ... 180 180 180]
im4935.png,happy,[227 227 227 ... 135 135 135]
im3331.png,happy,[179 179 179 ...  26  26  26]
im2073.png,happy,[145 145 145 ... 198 198 198]
im3801.png,happy,[76 76 76 ... 69 69 69]
im2250.png,happy,[0 0 0 ... 0 0 0]
im1859.png,happy,[179 179 179 ...  31  31  31]
im6400.png,happy,[10 10 10 ...  6  6  6]
im3798.png,happy,[255 255 255 ... 240 240 240]
im1425.png,happy,[ 57  57  57 ... 124 124 124]
im1696.png,happy,[ 77  77  77 ... 221 221 221]
im3719.png,happy,[181 181 181 ... 130 130 130]
im4823.png,happy,[255 255 255 ... 214 214 214]
im1129.png,happy,[34 34 34 ... 47 47 47]
im7057.png,happy,[172 172 172 ... 101 101 101]
im7018.png,happy,[ 0  0  0 ... 63 63 63]
im6508.png,happy,[24 24 24 ... 21 21 21]
im53.png,happy,[165 165 165 ... 172 172 172]
im5787.png,happy,[255 255 255 ... 255 255 255]
im2881.png,happy,[209 209 209 ... 215 215 215]
im5016.png,happy,[ 52  52  52 ... 253 253 253]
im1353.png,happy,[ 69  69  69 ... 104 104 104]
im5848.png,happy,[209 209 209 ... 213 213 213]
im1339.png,happy,[232 232 232 ... 207 207 207]
im1227.png,happy,[235 235 235 ...  58  58  58]
im2837.png,happy,[77 77 77 ... 49 49 49]
im1801.png,happy,[11 11 11 ... 81 81 81]
im3613.png,happy,[203 203 203 ... 198 198 198]
im486.png,happy,[ 11  11  11 ... 217 217 217]
im111.png,happy,[140 140 140 ...  60  60  60]
im701.png,happy,[ 40  40  40 ... 247 247 247]
im2608.png,happy,[44 44 44 ... 54 54 54]
im5338.png,happy,[32 32 32 ... 90 90 90]
im7174.png,happy,[ 24  24  24 ... 242 242 242]
im1394.png,happy,[ 83  83  83 ... 108 108 108]
im3375.png,happy,[ 19  19  19 ... 168 168 168]
im5711.png,happy,[99 99 99 ... 94 94 94]
im4405.png,happy,[125 125 125 ...   9   9   9]
im6032.png,happy,[ 82  82  82 ... 217 217 217]
im6313.png,happy,[ 25  25  25 ... 220 220 220]
im5078.png,happy,[201 201 201 ... 181 181 181]
im2289.png,happy,[26 26 26 ...  7  7  7]
im1675.png,happy,[177 177 177 ... 246 246 246]
im4227.png,happy,[26 26 26 ... 97 97 97]
im386.png,happy,[ 16  16  16 ... 163 163 163]
im1725.png,happy,[85 85 85 ... 46 46 46]
im7090.png,happy,[22 22 22 ... 23 23 23]
im3362.png,happy,[72 72 72 ... 20 20 20]
im1730.png,happy,[ 62  62  62 ... 236 236 236]
im6586.png,happy,[150 150 150 ...  84  84  84]
im3192.png,happy,[254 254 254 ...  51  51  51]
im2330.png,happy,[255 255 255 ...  36  36  36]
im3516.png,happy,[20 20 20 ... 63 63 63]
im5631.png,happy,[ 29  29  29 ... 237 237 237]
im1232.png,happy,[55 55 55 ... 19 19 19]
im4634.png,happy,[ 49  49  49 ... 177 177 177]
im1962.png,happy,[255 255 255 ... 242 242 242]
im1249.png,happy,[ 13  13  13 ... 113 113 113]
im1331.png,happy,[235 235 235 ... 121 121 121]
im4177.png,happy,[ 70  70  70 ... 251 251 251]
im12.png,happy,[232 232 232 ... 243 243 243]
im804.png,happy,[ 81  81  81 ... 204 204 204]
im3788.png,happy,[255 255 255 ... 245 245 245]
im5784.png,happy,[148 148 148 ... 141 141 141]
im3894.png,happy,[169 169 169 ...   7   7   7]
im2452.png,happy,[120 120 120 ... 147 147 147]
im2034.png,happy,[199 199 199 ...  34  34  34]
im1077.png,happy,[27 27 27 ... 89 89 89]
im360.png,happy,[255 255 255 ... 140 140 140]
im4529.png,happy,[68 68 68 ...  8  8  8]
im6919.png,happy,[199 199 199 ... 116 116 116]
im4039.png,happy,[191 191 191 ... 148 148 148]
im5718.png,happy,[254 254 254 ... 144 144 144]
im772.png,happy,[103 103 103 ... 188 188 188]
im1700.png,happy,[174 174 174 ...  25  25  25]
im5107.png,happy,[42 42 42 ... 93 93 93]
im3216.png,happy,[196 196 196 ... 120 120 120]
im6910.png,happy,[240 240 240 ...  86  86  86]
im5535.png,happy,[0 0 0 ... 1 1 1]
im4344.png,happy,[  5   5   5 ... 134 134 134]
im2306.png,happy,[165 165 165 ... 166 166 166]
im2286.png,happy,[111 111 111 ...  13  13  13]
im1310.png,happy,[149 149 149 ...  80  80  80]
im2522.png,happy,[104 104 104 ...  93  93  93]
im6304.png,happy,[190 190 190 ... 183 183 183]
im4462.png,happy,[243 243 243 ... 174 174 174]
im4787.png,happy,[161 161 161 ... 109 109 109]
im482.png,happy,[99 99 99 ...  4  4  4]
im6105.png,happy,[151 151 151 ... 132 132 132]
im5074.png,happy,[118 118 118 ...  63  63  63]
im4386.png,happy,[40 40 40 ... 41 41 41]
im5575.png,happy,[ 22  22  22 ... 237 237 237]
im3651.png,happy,[254 254 254 ...  30  30  30]
im5530.png,happy,[ 26  26  26 ... 145 145 145]
im5947.png,happy,[145 145 145 ...  82  82  82]
im1747.png,happy,[12 12 12 ... 14 14 14]
im484.png,happy,[217 217 217 ... 223 223 223]
im7020.png,happy,[73 73 73 ...  9  9  9]
im2658.png,happy,[223 223 223 ...  52  52  52]
im3.png,happy,[14 14 14 ... 10 10 10]
im1370.png,happy,[136 136 136 ... 173 173 173]
im1319.png,happy,[ 32  32  32 ... 255 255 255]
im5073.png,happy,[145 145 145 ... 231 231 231]
im3111.png,happy,[208 208 208 ...  15  15  15]
im253.png,happy,[138 138 138 ...  57  57  57]
im5315.png,happy,[131 131 131 ...   4   4   4]
im3204.png,happy,[80 80 80 ... 86 86 86]
im1831.png,happy,[239 239 239 ...  59  59  59]
im284.png,happy,[128 128 128 ...  43  43  43]
im5628.png,happy,[157 157 157 ... 127 127 127]
im978.png,happy,[ 27  27  27 ... 234 234 234]
im6740.png,happy,[145 145 145 ... 120 120 120]
im2493.png,happy,[153 153 153 ... 142 142 142]
im6043.png,happy,[ 78  78  78 ... 253 253 253]
im2826.png,happy,[ 50  50  50 ... 156 156 156]
im2352.png,happy,[48 48 48 ... 33 33 33]
im6387.png,happy,[88 88 88 ... 40 40 40]
im1511.png,happy,[255 255 255 ... 255 255 255]
im4905.png,happy,[44 44 44 ... 65 65 65]
im3690.png,happy,[202 202 202 ... 231 231 231]
im582.png,happy,[123 123 123 ... 145 145 145]
im6456.png,happy,[133 133 133 ... 202 202 202]
im2744.png,happy,[26 26 26 ... 10 10 10]
im579.png,happy,[ 48  48  48 ... 255 255 255]
im5701.png,happy,[178 178 178 ... 194 194 194]
im1398.png,happy,[ 59  59  59 ... 148 148 148]
im5008.png,happy,[50 50 50 ... 68 68 68]
im4660.png,happy,[ 1  1  1 ... 35 35 35]
im6.png,happy,[210 210 210 ... 144 144 144]
im59.png,happy,[ 23  23  23 ... 196 196 196]
im4984.png,happy,[146 146 146 ...  63  63  63]
im302.png,happy,[123 123 123 ...  43  43  43]
im549.png,happy,[27 27 27 ... 84 84 84]
im3131.png,happy,[3 3 3 ... 6 6 6]
im3551.png,happy,[126 126 126 ...  87  87  87]
im5399.png,happy,[ 29  29  29 ... 135 135 135]
im540.png,happy,[234 234 234 ... 129 129 129]
im3959.png,happy,[ 63  63  63 ... 144 144 144]
im2749.png,happy,[ 79  79  79 ... 155 155 155]
im4497.png,happy,[107 107 107 ...  60  60  60]
im3517.png,happy,[23 23 23 ...  1  1  1]
im2785.png,happy,[134 134 134 ...   1   1   1]
im2040.png,happy,[ 8  8  8 ... 27 27 27]
im3093.png,happy,[149 149 149 ...  75  75  75]
im4914.png,happy,[200 200 200 ... 104 104 104]
im745.png,happy,[157 157 157 ...  33  33  33]
im1462.png,happy,[ 7  7  7 ... 43 43 43]
im673.png,happy,[140 140 140 ... 123 123 123]
im5396.png,happy,[18 18 18 ... 24 24 24]
im5274.png,happy,[ 48  48  48 ... 149 149 149]
im4012.png,happy,[223 223 223 ... 226 226 226]
im2530.png,happy,[ 66  66  66 ... 190 190 190]
im4019.png,happy,[214 214 214 ... 142 142 142]
im6917.png,happy,[  4   4   4 ... 105 105 105]
im109.png,happy,[216 216 216 ...  41  41  41]
im2082.png,happy,[254 254 254 ... 109 109 109]
im2081.png,happy,[255 255 255 ...  48  48  48]
im6353.png,happy,[ 24  24  24 ... 216 216 216]
im390.png,happy,[170 170 170 ... 120 120 120]
im6369.png,happy,[14 14 14 ... 13 13 13]
im6125.png,happy,[122 122 122 ... 137 137 137]
im2833.png,happy,[91 91 91 ... 93 93 93]
im4839.png,happy,[26 26 26 ... 53 53 53]
im2014.png,happy,[245 245 245 ... 120 120 120]
im3840.png,happy,[ 57  57  57 ... 162 162 162]
im6126.png,happy,[44 44 44 ... 46 46 46]
im935.png,happy,[76 76 76 ... 81 81 81]
im6190.png,happy,[242 242 242 ... 177 177 177]
im165.png,happy,[143 143 143 ...  97  97  97]
im1430.png,happy,[23 23 23 ... 94 94 94]
im2227.png,happy,[ 44  44  44 ... 251 251 251]
im1861.png,happy,[222 222 222 ...  65  65  65]
im5373.png,happy,[ 97  97  97 ... 119 119 119]
im6521.png,happy,[210 210 210 ... 228 228 228]
im6689.png,happy,[211 211 211 ...  14  14  14]
im5075.png,happy,[104 104 104 ... 240 240 240]
im483.png,surprised,[255 255 255 ...  24  24  24]
im1167.png,surprised,[255 255 255 ...  28  28  28]
im2831.png,surprised,[21 21 21 ... 52 52 52]
im1137.png,surprised,[45 45 45 ... 32 32 32]
im3042.png,surprised,[127 127 127 ...  26  26  26]
im1774.png,surprised,[200 200 200 ...  12  12  12]
im1516.png,surprised,[78 78 78 ... 72 72 72]
im2285.png,surprised,[207 207 207 ... 164 164 164]
im1972.png,surprised,[182 182 182 ...  85  85  85]
im674.png,surprised,[186 186 186 ... 246 246 246]
im843.png,surprised,[255 255 255 ... 205 205 205]
im1792.png,surprised,[208 208 208 ... 253 253 253]
im3100.png,surprised,[255 255 255 ... 255 255 255]
im2762.png,surprised,[136 136 136 ... 187 187 187]
im1770.png,surprised,[95 95 95 ... 57 57 57]
im1845.png,surprised,[255 255 255 ... 255 255 255]
im2724.png,surprised,[255 255 255 ... 253 253 253]
im1219.png,surprised,[219 219 219 ... 208 208 208]
im1782.png,surprised,[55 55 55 ... 41 41 41]
im1132.png,surprised,[213 213 213 ... 203 203 203]
im2100.png,surprised,[132 132 132 ... 143 143 143]
im1052.png,surprised,[61 61 61 ... 76 76 76]
im2042.png,surprised,[255 255 255 ... 159 159 159]
im2388.png,surprised,[252 252 252 ... 255 255 255]
im1169.png,surprised,[255 255 255 ... 182 182 182]
im702.png,surprised,[160 160 160 ... 241 241 241]
im2962.png,surprised,[255 255 255 ...  24  24  24]
im2701.png,surprised,[253 253 253 ...  91  91  91]
im2685.png,surprised,[140 140 140 ... 225 225 225]
im1779.png,surprised,[138 138 138 ...  73  73  73]
im141.png,surprised,[231 231 231 ... 151 151 151]
im1234.png,surprised,[16 16 16 ... 33 33 33]
im2332.png,surprised,[ 87  87  87 ... 107 107 107]
im721.png,surprised,[160 160 160 ... 184 184 184]
im1753.png,surprised,[152 152 152 ... 149 149 149]
im2026.png,surprised,[55 55 55 ...  5  5  5]
im1659.png,surprised,[206 206 206 ... 126 126 126]
im1282.png,surprised,[17 17 17 ...  6  6  6]
im169.png,surprised,[0 0 0 ... 0 0 0]
im1836.png,surprised,[232 232 232 ... 153 153 153]
im220.png,surprised,[160 160 160 ... 194 194 194]
im1769.png,surprised,[180 180 180 ... 188 188 188]
im724.png,surprised,[188 188 188 ... 210 210 210]
im1495.png,surprised,[ 23  23  23 ... 254 254 254]
im885.png,surprised,[ 93  93  93 ... 156 156 156]
im1653.png,surprised,[ 94  94  94 ... 102 102 102]
im2085.png,surprised,[101 101 101 ...  96  96  96]
im956.png,surprised,[182 182 182 ... 225 225 225]
im1366.png,surprised,[212 212 212 ...   3   3   3]
im1711.png,surprised,[162 162 162 ... 254 254 254]
im1991.png,surprised,[64 64 64 ... 59 59 59]
im2994.png,surprised,[197 197 197 ...  49  49  49]
im2499.png,surprised,[ 5  5  5 ... 21 21 21]
im809.png,surprised,[ 40  40  40 ... 163 163 163]
im2425.png,surprised,[185 185 185 ... 153 153 153]
im326.png,surprised,[52 52 52 ... 16 16 16]
im1212.png,surprised,[29 29 29 ... 21 21 21]
im2312.png,surprised,[234 234 234 ... 195 195 195]
im3103.png,surprised,[254 254 254 ...  72  72  72]
im1209.png,surprised,[144 144 144 ...  28  28  28]
im2242.png,surprised,[65 65 65 ... 32 32 32]
im644.png,surprised,[ 99  99  99 ... 238 238 238]
im2476.png,surprised,[245 245 245 ...  29  29  29]
im764.png,surprised,[254 254 254 ... 255 255 255]
im1379.png,surprised,[ 8  8  8 ... 49 49 49]
im788.png,surprised,[144 144 144 ... 199 199 199]
im1723.png,surprised,[254 254 254 ... 128 128 128]
im577.png,surprised,[250 250 250 ...  27  27  27]
im1362.png,surprised,[78 78 78 ... 55 55 55]
im80.png,surprised,[42 42 42 ... 19 19 19]
im1736.png,surprised,[ 35  35  35 ... 255 255 255]
im2620.png,surprised,[29 29 29 ... 31 31 31]
im2041.png,surprised,[ 97  97  97 ... 255 255 255]
im611.png,surprised,[255 255 255 ... 178 178 178]
im761.png,surprised,[166 166 166 ... 107 107 107]
im1205.png,surprised,[255 255 255 ... 240 240 240]
im1668.png,surprised,[235 235 235 ... 235 235 235]
im743.png,surprised,[ 17  17  17 ... 213 213 213]
im3015.png,surprised,[215 215 215 ...  36  36  36]
im532.png,surprised,[218 218 218 ... 145 145 145]
im3092.png,surprised,[168 168 168 ... 102 102 102]
im1464.png,surprised,[255 255 255 ... 188 188 188]
im1018.png,surprised,[255 255 255 ...  65  65  65]
im413.png,surprised,[130 130 130 ... 110 110 110]
im2477.png,surprised,[30 30 30 ... 74 74 74]
im940.png,surprised,[178 178 178 ...  11  11  11]
im454.png,surprised,[40 40 40 ... 53 53 53]
im2544.png,surprised,[164 164 164 ...  80  80  80]
im3154.png,surprised,[ 63  63  63 ... 208 208 208]
im460.png,surprised,[ 31  31  31 ... 128 128 128]
im829.png,surprised,[50 50 50 ...  0  0  0]
im3027.png,surprised,[ 95  95  95 ... 172 172 172]
im2886.png,surprised,[253 253 253 ... 254 254 254]
im853.png,surprised,[199 199 199 ... 240 240 240]
im596.png,surprised,[206 206 206 ... 204 204 204]
im2007.png,surprised,[255 255 255 ...   5   5   5]
im265.png,surprised,[ 48  48  48 ... 255 255 255]
im258.png,surprised,[196 196 196 ... 158 158 158]
im2871.png,surprised,[113 113 113 ... 254 254 254]
im2333.png,surprised,[190 190 190 ... 252 252 252]
im1547.png,surprised,[255 255 255 ...  53  53  53]
im1997.png,surprised,[206 206 206 ... 212 212 212]
im2131.png,surprised,[255 255 255 ... 255 255 255]
im2965.png,surprised,[18 18 18 ...  0  0  0]
im864.png,surprised,[ 32  32  32 ... 236 236 236]
im388.png,surprised,[37 37 37 ... 51 51 51]
im977.png,surprised,[ 91  91  91 ... 121 121 121]
im231.png,surprised,[254 254 254 ... 222 222 222]
im1124.png,surprised,[237 237 237 ... 243 243 243]
im521.png,surprised,[ 68  68  68 ... 152 152 152]
im1338.png,surprised,[147 147 147 ...  94  94  94]
im420.png,surprised,[138 138 138 ... 157 157 157]
im968.png,surprised,[  5   5   5 ... 188 188 188]
im2822.png,surprised,[33 33 33 ... 36 36 36]
im2121.png,surprised,[255 255 255 ... 208 208 208]
im2105.png,surprised,[203 203 203 ...  91  91  91]
im3105.png,surprised,[229 229 229 ...  11  11  11]
im2926.png,surprised,[ 30  30  30 ... 250 250 250]
im1886.png,surprised,[255 255 255 ... 255 255 255]
im907.png,surprised,[165 165 165 ...  76  76  76]
im129.png,surprised,[254 254 254 ...  72  72  72]
im2690.png,surprised,[255 255 255 ... 225 225 225]
im2283.png,surprised,[255 255 255 ... 108 108 108]
im2231.png,surprised,[132 132 132 ... 255 255 255]
im2908.png,surprised,[ 26  26  26 ... 102 102 102]
im1977.png,surprised,[ 96  96  96 ... 175 175 175]
im453.png,surprised,[133 133 133 ... 180 180 180]
im924.png,surprised,[5 5 5 ... 5 5 5]
im301.png,surprised,[10 10 10 ... 55 55 55]
im200.png,surprised,[98 98 98 ...  0  0  0]
im655.png,surprised,[255 255 255 ... 204 204 204]
im1006.png,surprised,[ 28  28  28 ... 201 201 201]
im750.png,surprised,[237 237 237 ... 217 217 217]
im1526.png,surprised,[255 255 255 ... 213 213 213]
im480.png,surprised,[251 251 251 ... 225 225 225]
im2381.png,surprised,[218 218 218 ... 195 195 195]
im3134.png,surprised,[156 156 156 ...  19  19  19]
im1236.png,surprised,[125 125 125 ... 134 134 134]
im722.png,surprised,[253 253 253 ...  94  94  94]
im1957.png,surprised,[158 158 158 ...  58  58  58]
im473.png,surprised,[78 78 78 ... 23 23 23]
im2052.png,surprised,[ 63  63  63 ... 215 215 215]
im2132.png,surprised,[ 87  87  87 ... 106 106 106]
im901.png,surprised,[ 69  69  69 ... 243 243 243]
im55.png,surprised,[242 242 242 ... 241 241 241]
im2108.png,surprised,[142 142 142 ... 148 148 148]
im2434.png,surprised,[235 235 235 ...  59  59  59]
im562.png,surprised,[191 191 191 ... 188 188 188]
im1828.png,surprised,[52 52 52 ... 15 15 15]
im514.png,surprised,[242 242 242 ... 210 210 210]
im1297.png,surprised,[233 233 233 ...  13  13  13]
im711.png,surprised,[40 40 40 ... 28 28 28]
im2253.png,surprised,[ 0  0  0 ... 61 61 61]
im1976.png,surprised,[180 180 180 ... 195 195 195]
im1787.png,surprised,[254 254 254 ... 167 167 167]
im1225.png,surprised,[225 225 225 ... 136 136 136]
im3008.png,surprised,[ 51  51  51 ... 208 208 208]
im1498.png,surprised,[ 46  46  46 ... 188 188 188]
im399.png,surprised,[191 191 191 ... 158 158 158]
im1898.png,surprised,[226 226 226 ...  93  93  93]
im2153.png,surprised,[255 255 255 ... 234 234 234]
im1858.png,surprised,[255 255 255 ... 166 166 166]
im2867.png,surprised,[248 248 248 ... 255 255 255]
im25.png,surprised,[143 143 143 ... 236 236 236]
im1027.png,surprised,[ 42  42  42 ... 255 255 255]
im2779.png,surprised,[153 153 153 ...  17  17  17]
im2408.png,surprised,[19 19 19 ... 99 99 99]
im1447.png,surprised,[255 255 255 ... 201 201 201]
im1288.png,surprised,[23 23 23 ... 35 35 35]
im1530.png,surprised,[255 255 255 ...  59  59  59]
im2687.png,surprised,[135 135 135 ... 135 135 135]
im1160.png,surprised,[16 16 16 ... 23 23 23]
im2631.png,surprised,[ 68  68  68 ... 188 188 188]
im1786.png,surprised,[254 254 254 ...  75  75  75]
im1895.png,surprised,[106 106 106 ... 195 195 195]
im524.png,surprised,[255 255 255 ... 174 174 174]
im2219.png,surprised,[ 75  75  75 ... 255 255 255]
im3063.png,surprised,[162 162 162 ... 223 223 223]
im2257.png,surprised,[208 208 208 ... 130 130 130]
im656.png,surprised,[ 92  92  92 ... 198 198 198]
im88.png,surprised,[ 80  80  80 ... 254 254 254]
im660.png,surprised,[ 61  61  61 ... 187 187 187]
im2547.png,surprised,[73 73 73 ... 65 65 65]
im2760.png,surprised,[255 255 255 ... 202 202 202]
im2375.png,surprised,[139 139 139 ... 255 255 255]
im519.png,surprised,[28 28 28 ... 27 27 27]
im1103.png,surprised,[233 233 233 ...  89  89  89]
im680.png,surprised,[ 51  51  51 ... 126 126 126]
im404.png,surprised,[174 174 174 ... 192 192 192]
im2119.png,surprised,[202 202 202 ...  42  42  42]
im397.png,surprised,[255 255 255 ...  53  53  53]
im443.png,surprised,[214 214 214 ...  16  16  16]
im130.png,surprised,[132 132 132 ...  61  61  61]
im1290.png,surprised,[130 130 130 ... 165 165 165]
im1143.png,surprised,[242 242 242 ... 251 251 251]
im2777.png,surprised,[230 230 230 ... 182 182 182]
im1179.png,surprised,[255 255 255 ...  59  59  59]
im2851.png,surprised,[ 38  38  38 ... 158 158 158]
im2702.png,surprised,[33 33 33 ...  0  0  0]
im1228.png,surprised,[241 241 241 ... 102 102 102]
im2856.png,surprised,[ 21  21  21 ... 240 240 240]
im592.png,surprised,[ 2  2  2 ... 34 34 34]
im1177.png,surprised,[229 229 229 ... 255 255 255]
im3061.png,surprised,[50 50 50 ... 69 69 69]
im1483.png,surprised,[247 247 247 ... 232 232 232]
im1965.png,surprised,[43 43 43 ... 31 31 31]
im2385.png,surprised,[69 69 69 ... 90 90 90]
im2096.png,surprised,[254 254 254 ... 204 204 204]
im2311.png,surprised,[ 45  45  45 ... 170 170 170]
im954.png,surprised,[120 120 120 ... 225 225 225]
im23.png,surprised,[210 210 210 ...  20  20  20]
im944.png,surprised,[16 16 16 ... 91 91 91]
im71.png,surprised,[170 170 170 ... 163 163 163]
im2156.png,surprised,[255 255 255 ... 205 205 205]
im455.png,surprised,[179 179 179 ... 255 255 255]
im300.png,surprised,[254 254 254 ... 254 254 254]
im2319.png,surprised,[157 157 157 ... 247 247 247]
im92.png,surprised,[ 67  67  67 ... 177 177 177]
im120.png,surprised,[158 158 158 ... 132 132 132]
im543.png,surprised,[255 255 255 ... 223 223 223]
im1588.png,surprised,[249 249 249 ... 178 178 178]
im2518.png,surprised,[255 255 255 ... 255 255 255]
im436.png,surprised,[ 93  93  93 ... 168 168 168]
im409.png,surprised,[ 76  76  76 ... 163 163 163]
im593.png,surprised,[162 162 162 ... 223 223 223]
im450.png,surprised,[102 102 102 ...  66  66  66]
im1806.png,surprised,[125 125 125 ... 134 134 134]
im2861.png,surprised,[195 195 195 ... 170 170 170]
im2526.png,surprised,[211 211 211 ... 166 166 166]
im2624.png,surprised,[ 46  46  46 ... 188 188 188]
im2128.png,surprised,[110 110 110 ... 162 162 162]
im286.png,surprised,[  3   3   3 ... 253 253 253]
im586.png,surprised,[104 104 104 ...  45  45  45]
im1586.png,surprised,[160 160 160 ...  73  73  73]
im2386.png,surprised,[ 51  51  51 ... 195 195 195]
im1726.png,surprised,[255 255 255 ... 228 228 228]
im998.png,surprised,[139 139 139 ... 218 218 218]
im2573.png,surprised,[220 220 220 ... 146 146 146]
im632.png,surprised,[230 230 230 ... 242 242 242]
im2959.png,surprised,[141 141 141 ... 133 133 133]
im1554.png,surprised,[31 31 31 ... 49 49 49]
im110.png,surprised,[254 254 254 ... 255 255 255]
im35.png,surprised,[ 90  90  90 ... 119 119 119]
im90.png,surprised,[127 127 127 ... 211 211 211]
im1118.png,surprised,[ 95  95  95 ... 172 172 172]
im319.png,surprised,[198 198 198 ...  89  89  89]
im1032.png,surprised,[227 227 227 ... 110 110 110]
im2914.png,surprised,[104 104 104 ... 209 209 209]
im2773.png,surprised,[102 102 102 ... 249 249 249]
im1240.png,surprised,[147 147 147 ... 136 136 136]
im1275.png,surprised,[ 55  55  55 ... 216 216 216]
im1072.png,surprised,[227 227 227 ... 236 236 236]
im591.png,surprised,[20 20 20 ...  0  0  0]
im1329.png,surprised,[ 35  35  35 ... 247 247 247]
im476.png,surprised,[138 138 138 ... 135 135 135]
im1004.png,surprised,[136 136 136 ...   0   0   0]
im387.png,surprised,[198 198 198 ... 116 116 116]
im2002.png,surprised,[ 69  69  69 ... 255 255 255]
im2166.png,surprised,[42 42 42 ... 74 74 74]
im204.png,surprised,[255 255 255 ... 169 169 169]
im2173.png,surprised,[119 119 119 ...  18  18  18]
im2983.png,surprised,[33 33 33 ... 28 28 28]
im650.png,surprised,[252 252 252 ...  26  26  26]
im1494.png,surprised,[254 254 254 ...  70  70  70]
im2901.png,surprised,[255 255 255 ... 159 159 159]
im2355.png,surprised,[110 110 110 ... 253 253 253]
im1748.png,surprised,[141 141 141 ... 148 148 148]
im1505.png,surprised,[204 204 204 ... 214 214 214]
im2870.png,surprised,[241 241 241 ... 173 173 173]
im605.png,surprised,[255 255 255 ... 255 255 255]
im362.png,surprised,[32 32 32 ... 18 18 18]
im2648.png,surprised,[57 57 57 ... 83 83 83]
im2299.png,surprised,[192 192 192 ...  37  37  37]
im1367.png,surprised,[ 1  1  1 ... 73 73 73]
im248.png,surprised,[255 255 255 ... 188 188 188]
im2603.png,surprised,[227 227 227 ... 242 242 242]
im1553.png,surprised,[213 213 213 ... 128 128 128]
im1639.png,surprised,[156 156 156 ... 122 122 122]
im228.png,surprised,[255 255 255 ...  56  56  56]
im3091.png,surprised,[246 246 246 ... 139 139 139]
im1796.png,surprised,[52 52 52 ... 77 77 77]
im571.png,surprised,[254 254 254 ...  50  50  50]
im554.png,surprised,[178 178 178 ... 180 180 180]
im1229.png,surprised,[254 254 254 ... 167 167 167]
im2758.png,surprised,[ 80  80  80 ... 255 255 255]
im2511.png,surprised,[128 128 128 ... 245 245 245]
im2451.png,surprised,[185 185 185 ... 179 179 179]
im1933.png,surprised,[239 239 239 ...  66  66  66]
im1409.png,surprised,[254 254 254 ...  21  21  21]
im2889.png,surprised,[ 61  61  61 ... 158 158 158]
im946.png,surprised,[227 227 227 ... 150 150 150]
im898.png,surprised,[164 164 164 ... 255 255 255]
im2747.png,surprised,[145 145 145 ... 111 111 111]
im1620.png,surprised,[180 180 180 ...  79  79  79]
im2868.png,surprised,[118 118 118 ...  18  18  18]
im996.png,surprised,[141 141 141 ... 139 139 139]
im86.png,surprised,[ 65  65  65 ... 107 107 107]
im3049.png,surprised,[122 122 122 ... 208 208 208]
im1067.png,surprised,[205 205 205 ... 202 202 202]
im1360.png,surprised,[151 151 151 ... 130 130 130]
im2571.png,surprised,[  0   0   0 ... 255 255 255]
im1617.png,surprised,[254 254 254 ... 176 176 176]
im1248.png,surprised,[ 58  58  58 ... 180 180 180]
im1761.png,surprised,[210 210 210 ... 185 185 185]
im2006.png,surprised,[ 83  83  83 ... 131 131 131]
im2217.png,surprised,[255 255 255 ... 136 136 136]
im2736.png,surprised,[255 255 255 ... 232 232 232]
im1337.png,surprised,[ 78  78  78 ... 184 184 184]
im1533.png,surprised,[ 57  57  57 ... 223 223 223]
im289.png,surprised,[252 252 252 ... 160 160 160]
im1419.png,surprised,[158 158 158 ...  88  88  88]
im1405.png,surprised,[ 46  46  46 ... 151 151 151]
im2957.png,surprised,[ 59  59  59 ... 104 104 104]
im2402.png,surprised,[255 255 255 ... 233 233 233]
im1909.png,surprised,[255 255 255 ...  49  49  49]
im187.png,surprised,[ 17  17  17 ... 159 159 159]
im2990.png,surprised,[147 147 147 ... 192 192 192]
im1737.png,surprised,[242 242 242 ...  92  92  92]
im1336.png,surprised,[208 208 208 ... 130 130 130]
im513.png,surprised,[233 233 233 ...  98  98  98]
im184.png,surprised,[255 255 255 ... 253 253 253]
im1293.png,surprised,[255 255 255 ... 254 254 254]
im2882.png,surprised,[219 219 219 ... 234 234 234]
im877.png,surprised,[219 219 219 ... 208 208 208]
im1327.png,surprised,[178 178 178 ... 239 239 239]
im2492.png,surprised,[41 41 41 ...  9  9  9]
im1088.png,surprised,[245 245 245 ... 253 253 253]
im1038.png,surprised,[0 0 0 ... 0 0 0]
im340.png,surprised,[210 210 210 ...  90  90  90]
im520.png,surprised,[216 216 216 ...  89  89  89]
im3079.png,surprised,[224 224 224 ... 255 255 255]
im2110.png,surprised,[53 53 53 ... 17 17 17]
